nohup: 忽略输入
timestamp, index, name, memory.used [MiB], memory.total [MiB], utilization.gpu [%]
2026/04/30 22:21:46.167, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:21:47.167, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 68 %
2026/04/30 22:21:47.167, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:21:48.167, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 72 %
2026/04/30 22:21:48.167, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:21:49.167, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 76 %
2026/04/30 22:21:49.167, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:21:50.167, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 72 %
2026/04/30 22:21:50.168, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:21:51.168, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 73 %
2026/04/30 22:21:51.168, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:21:52.168, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 76 %
2026/04/30 22:21:52.168, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:21:53.168, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 72 %
2026/04/30 22:21:53.169, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:21:54.169, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 69 %
2026/04/30 22:21:54.169, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:21:55.169, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 72 %
2026/04/30 22:21:55.169, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:21:56.169, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 73 %
2026/04/30 22:21:56.169, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:21:57.169, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 69 %
2026/04/30 22:21:57.170, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:21:58.170, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 73 %
2026/04/30 22:21:58.170, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:21:59.170, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 71 %
2026/04/30 22:21:59.170, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:22:00.170, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 75 %
2026/04/30 22:22:00.170, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:22:01.171, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 72 %
2026/04/30 22:22:01.171, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:22:02.171, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 72 %
2026/04/30 22:22:02.171, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:22:03.171, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 70 %
2026/04/30 22:22:03.171, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:22:04.171, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 71 %
2026/04/30 22:22:04.172, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:22:05.172, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 75 %
2026/04/30 22:22:05.172, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:22:06.172, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 73 %
2026/04/30 22:22:06.172, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:22:07.172, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 72 %
2026/04/30 22:22:07.172, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:22:08.172, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 75 %
2026/04/30 22:22:08.173, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:22:09.173, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 72 %
2026/04/30 22:22:09.173, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:22:10.173, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 72 %
2026/04/30 22:22:10.173, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:22:11.173, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 73 %
2026/04/30 22:22:11.173, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:22:12.173, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 74 %
2026/04/30 22:22:12.174, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:22:13.174, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 70 %
2026/04/30 22:22:13.174, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:22:14.174, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 67 %
2026/04/30 22:22:14.174, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:22:15.174, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 73 %
2026/04/30 22:22:15.174, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:22:16.175, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 76 %
2026/04/30 22:22:16.175, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:22:17.175, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 72 %
2026/04/30 22:22:17.175, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:22:18.175, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 74 %
2026/04/30 22:22:18.175, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:22:19.175, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 73 %
2026/04/30 22:22:19.176, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:22:20.176, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 71 %
2026/04/30 22:22:20.176, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:22:21.176, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 74 %
2026/04/30 22:22:21.176, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:22:22.176, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 71 %
2026/04/30 22:22:22.177, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:22:23.177, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 74 %
2026/04/30 22:22:23.177, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:22:24.177, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 74 %
2026/04/30 22:22:24.177, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:22:25.177, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 70 %
2026/04/30 22:22:25.177, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:22:26.178, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 70 %
2026/04/30 22:22:26.178, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:22:27.178, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 75 %
2026/04/30 22:22:27.178, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:22:28.178, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 74 %
2026/04/30 22:22:28.178, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:22:29.178, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 70 %
2026/04/30 22:22:29.179, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:22:30.179, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 72 %
2026/04/30 22:22:30.179, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:22:31.179, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 75 %
2026/04/30 22:22:31.179, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:22:32.179, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 69 %
2026/04/30 22:22:32.179, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:22:33.180, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 72 %
2026/04/30 22:22:33.180, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:22:34.180, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 75 %
2026/04/30 22:22:34.180, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:22:35.180, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 71 %
2026/04/30 22:22:35.180, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:22:36.180, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 74 %
2026/04/30 22:22:36.180, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:22:37.180, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 70 %
2026/04/30 22:22:37.181, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:22:38.181, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 68 %
2026/04/30 22:22:38.181, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:22:39.181, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 74 %
2026/04/30 22:22:39.181, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:22:40.181, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 72 %
2026/04/30 22:22:40.181, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:22:41.182, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 69 %
2026/04/30 22:22:41.182, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:22:42.182, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 72 %
2026/04/30 22:22:42.182, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:22:43.182, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 73 %
2026/04/30 22:22:43.182, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:22:44.183, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 72 %
2026/04/30 22:22:44.183, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:22:45.183, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 73 %
2026/04/30 22:22:45.183, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:22:46.183, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 73 %
2026/04/30 22:22:46.183, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:22:47.183, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 73 %
2026/04/30 22:22:47.184, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:22:48.184, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 74 %
2026/04/30 22:22:48.184, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:22:49.184, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 70 %
2026/04/30 22:22:49.184, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:22:50.184, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 73 %
2026/04/30 22:22:50.185, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:22:51.185, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 70 %
2026/04/30 22:22:51.185, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:22:52.185, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 71 %
2026/04/30 22:22:52.185, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:22:53.185, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 70 %
2026/04/30 22:22:53.185, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:22:54.186, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 68 %
2026/04/30 22:22:54.186, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:22:55.186, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 71 %
2026/04/30 22:22:55.186, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:22:56.186, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 76 %
2026/04/30 22:22:56.186, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:22:57.187, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 71 %
2026/04/30 22:22:57.187, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:22:58.187, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 73 %
2026/04/30 22:22:58.187, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:22:59.187, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 69 %
2026/04/30 22:22:59.187, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:23:00.187, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 71 %
2026/04/30 22:23:00.187, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:23:01.188, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 68 %
2026/04/30 22:23:01.188, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:23:02.188, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 72 %
2026/04/30 22:23:02.188, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:23:03.188, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 67 %
2026/04/30 22:23:03.188, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:23:04.188, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 71 %
2026/04/30 22:23:04.188, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:23:05.189, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 75 %
2026/04/30 22:23:05.189, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:23:06.189, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 69 %
2026/04/30 22:23:06.189, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:23:07.189, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 74 %
2026/04/30 22:23:07.189, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:23:08.189, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 73 %
2026/04/30 22:23:08.189, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:23:09.190, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 72 %
2026/04/30 22:23:09.190, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:23:10.190, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 74 %
2026/04/30 22:23:10.190, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:23:11.190, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 70 %
2026/04/30 22:23:11.190, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:23:12.190, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 72 %
2026/04/30 22:23:12.191, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:23:13.191, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 72 %
2026/04/30 22:23:13.191, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:23:14.191, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 69 %
2026/04/30 22:23:14.191, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:23:15.191, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 73 %
2026/04/30 22:23:15.191, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:23:16.192, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 71 %
2026/04/30 22:23:16.192, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:23:17.192, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 72 %
2026/04/30 22:23:17.192, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:23:18.192, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 74 %
2026/04/30 22:23:18.192, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:23:19.192, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 71 %
2026/04/30 22:23:19.193, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:23:20.193, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 71 %
2026/04/30 22:23:20.193, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:23:21.193, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 72 %
2026/04/30 22:23:21.193, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:23:22.193, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 74 %
2026/04/30 22:23:22.193, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:23:23.193, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 72 %
2026/04/30 22:23:23.194, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:23:24.194, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 75 %
2026/04/30 22:23:24.194, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:23:25.194, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 69 %
2026/04/30 22:23:25.194, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:23:26.194, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 74 %
2026/04/30 22:23:26.194, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:23:27.195, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 76 %
2026/04/30 22:23:27.195, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:23:28.195, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 69 %
2026/04/30 22:23:28.195, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:23:29.195, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 73 %
2026/04/30 22:23:29.195, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:23:30.195, 0, NVIDIA GeForce RTX 4090, 19143 MiB, 24564 MiB, 0 %
2026/04/30 22:23:30.196, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:23:31.196, 0, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:23:31.196, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:23:32.197, 0, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:23:32.197, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:23:33.198, 0, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:23:33.198, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:23:34.198, 0, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:23:34.199, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:23:35.199, 0, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:23:35.199, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:23:36.199, 0, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:23:36.200, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:23:37.200, 0, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:23:37.201, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:23:38.201, 0, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:23:38.201, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:23:39.202, 0, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:23:39.202, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:23:40.202, 0, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:23:40.203, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:23:41.203, 0, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:23:41.203, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:23:42.204, 0, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:23:42.204, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:23:43.205, 0, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:23:43.205, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:23:44.205, 0, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:23:44.205, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:23:45.206, 0, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:23:45.206, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:23:46.207, 0, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:23:46.208, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:23:47.209, 0, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:23:47.209, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:23:48.209, 0, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:23:48.210, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:23:49.210, 0, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:23:49.210, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:23:50.211, 0, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:23:50.211, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:23:51.212, 0, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
2026/04/30 22:23:51.212, 1, NVIDIA GeForce RTX 4090, 15 MiB, 24564 MiB, 0 %
